"samuel_pickwick::lively";"samuel_pickwick::sensible"
"bob_sawyer::amusing";"winkle::boring"
"bob_sawyer::amusing";"winkle::little"
"bob_sawyer::boring";"bob_sawyer::little"
"bob_sawyer::boring";"winkle::amusing"
"bob_sawyer::boring";"winkle::boring"
"bob_sawyer::boring";"winkle::little"
"bob_sawyer::little";"winkle::amusing"
"bob_sawyer::little";"winkle::boring"
"bob_sawyer::little";"winkle::little"
"winkle::amusing";"winkle::boring"
"winkle::amusing";"winkle::little"
"winkle::boring";"winkle::little"
"cripps::#-bad";"cripps::old"
"cripps::#-bad";"winkle::#-bad"
"cripps::#-bad";"winkle::old"
"cripps::old";"winkle::#-bad"
"cripps::old";"winkle::old"
"winkle::#-bad";"winkle::old"
"bob_sawyer::forward";"winkle::forward"
"ben::excellent";"ben::great"
"ben::excellent";"bob_sawyer::excellent"
"ben::excellent";"bob_sawyer::great"
"ben::excellent";"winkle::excellent"
"ben::excellent";"winkle::great"
"ben::great";"bob_sawyer::excellent"
"ben::great";"bob_sawyer::great"
"ben::great";"winkle::excellent"
"ben::great";"winkle::great"
"bob_sawyer::excellent";"bob_sawyer::great"
"bob_sawyer::excellent";"winkle::excellent"
"bob_sawyer::excellent";"winkle::great"
"bob_sawyer::great";"winkle::excellent"
"bob_sawyer::great";"winkle::great"
"winkle::excellent";"winkle::great"
"arabella::little";"wardle::little"
"arabella::little";"winkle::little"
"wardle::little";"winkle::little"
"ben_allen::delightful";"bob::delightful"
"ben_allen::delightful";"winkle::delightful"
"bob::delightful";"winkle::delightful"
"ben_allen::little";"wardle::little"
"ben_allen::excellent";"ben_allen::fair"
"ben_allen::excellent";"ben_allen::great"
"ben_allen::excellent";"bob_sawyer::excellent"
"ben_allen::excellent";"bob_sawyer::fair"
"ben_allen::excellent";"bob_sawyer::great"
"ben_allen::excellent";"winkle::excellent"
"ben_allen::excellent";"winkle::fair"
"ben_allen::excellent";"winkle::great"
"ben_allen::fair";"ben_allen::great"
"ben_allen::fair";"bob_sawyer::excellent"
"ben_allen::fair";"bob_sawyer::fair"
"ben_allen::fair";"bob_sawyer::great"
"ben_allen::fair";"winkle::excellent"
"ben_allen::fair";"winkle::fair"
"ben_allen::fair";"winkle::great"
"ben_allen::great";"bob_sawyer::excellent"
"ben_allen::great";"bob_sawyer::fair"
"ben_allen::great";"bob_sawyer::great"
"ben_allen::great";"winkle::excellent"
"ben_allen::great";"winkle::fair"
"ben_allen::great";"winkle::great"
"bob_sawyer::excellent";"bob_sawyer::fair"
"bob_sawyer::excellent";"winkle::fair"
"bob_sawyer::fair";"bob_sawyer::great"
"bob_sawyer::fair";"winkle::excellent"
"bob_sawyer::fair";"winkle::fair"
"bob_sawyer::fair";"winkle::great"
"bob_sawyer::great";"winkle::fair"
"winkle::excellent";"winkle::fair"
"winkle::fair";"winkle::great"
"dowler::satisfied";"dowler::terrible"
"dowler::satisfied";"winkle::satisfied"
"dowler::satisfied";"winkle::terrible"
"dowler::terrible";"winkle::satisfied"
"dowler::terrible";"winkle::terrible"
"winkle::satisfied";"winkle::terrible"
"dodson::great";"fogg::great"
"dodson::great";"weller::great"
"fogg::great";"weller::great"
"sam::giving";"sam::glad"
"sam::giving";"sam::respectful"
"sam::glad";"sam::respectful"
"allen::young";"sam::young"
"allen::young";"winkle::young"
"sam::young";"winkle::young"
"sam::determined";"samuel_weller::determined"
"sam::determined";"winkle::determined"
"samuel_weller::determined";"winkle::determined"
"bush_tavern::great";"bush_tavern::short"
"bush_tavern::great";"pickwick::great"
"bush_tavern::great";"pickwick::short"
"bush_tavern::great";"sam::great"
"bush_tavern::great";"sam::short"
"bush_tavern::short";"pickwick::great"
"bush_tavern::short";"pickwick::short"
"bush_tavern::short";"sam::great"
"bush_tavern::short";"sam::short"
"pickwick::great";"sam::short"
"pickwick::short";"sam::great"
"pickwick::short";"sam::short"
"sam::great";"sam::short"
"pickwick::excellent";"winkle::excellent"
"bob_sawyer::confident";"bob_sawyer::determined"
"bob_sawyer::confident";"bob_sawyer::young"
"bob_sawyer::confident";"pickwick::confident"
"bob_sawyer::confident";"pickwick::determined"
"bob_sawyer::confident";"pickwick::young"
"bob_sawyer::confident";"weller::confident"
"bob_sawyer::confident";"weller::determined"
"bob_sawyer::confident";"weller::young"
"bob_sawyer::confident";"winkle::confident"
"bob_sawyer::confident";"winkle::determined"
"bob_sawyer::confident";"winkle::young"
"bob_sawyer::determined";"bob_sawyer::young"
"bob_sawyer::determined";"pickwick::confident"
"bob_sawyer::determined";"pickwick::determined"
"bob_sawyer::determined";"pickwick::young"
"bob_sawyer::determined";"weller::confident"
"bob_sawyer::determined";"weller::determined"
"bob_sawyer::determined";"weller::young"
"bob_sawyer::determined";"winkle::confident"
"bob_sawyer::determined";"winkle::determined"
"bob_sawyer::determined";"winkle::young"
"bob_sawyer::young";"pickwick::confident"
"bob_sawyer::young";"pickwick::determined"
"bob_sawyer::young";"pickwick::young"
"bob_sawyer::young";"weller::confident"
"bob_sawyer::young";"weller::determined"
"bob_sawyer::young";"weller::young"
"bob_sawyer::young";"winkle::confident"
"bob_sawyer::young";"winkle::determined"
"bob_sawyer::young";"winkle::young"
"pickwick::confident";"pickwick::determined"
"pickwick::confident";"pickwick::young"
"pickwick::confident";"weller::confident"
"pickwick::confident";"weller::determined"
"pickwick::confident";"weller::young"
"pickwick::confident";"winkle::confident"
"pickwick::confident";"winkle::determined"
"pickwick::confident";"winkle::young"
"pickwick::determined";"pickwick::young"
"pickwick::determined";"weller::confident"
"pickwick::determined";"weller::determined"
"pickwick::determined";"weller::young"
"pickwick::determined";"winkle::confident"
"pickwick::determined";"winkle::determined"
"pickwick::determined";"winkle::young"
"pickwick::young";"weller::confident"
"pickwick::young";"weller::determined"
"pickwick::young";"winkle::confident"
"pickwick::young";"winkle::determined"
"weller::confident";"weller::determined"
"weller::confident";"weller::young"
"weller::confident";"winkle::confident"
"weller::confident";"winkle::determined"
"weller::confident";"winkle::young"
"weller::determined";"weller::young"
"weller::determined";"winkle::confident"
"weller::determined";"winkle::determined"
"weller::determined";"winkle::young"
"weller::young";"winkle::confident"
"weller::young";"winkle::determined"
"winkle::confident";"winkle::determined"
"winkle::confident";"winkle::young"
"winkle::determined";"winkle::young"
"arabella_allen::old";"arabella_allen::young"
"arabella_allen::old";"sam::old"
"arabella_allen::old";"sam::young"
"arabella_allen::young";"sam::old"
"arabella_allen::young";"sam::young"
"sam::old";"sam::young"
"sam::good";"sam::little"
"sam::good";"sam::quiet"
"sam::little";"sam::quiet"
"sam::lazy";"sam::stable"
"sam::good";"sam::remarkable"
"sam::good";"sam::tired"
"sam::good";"sam::well"
"sam::remarkable";"sam::tired"
"sam::remarkable";"sam::well"
"sam::tired";"sam::well"
"sam::great";"walker::great"
"sam::great";"sam::pretty"
"nupkins::pretty";"sam::pretty"
"mary::short";"weller::short"
"arabella_allen::great";"mary::great"
"arabella_allen::great";"sam::great"
"mary::great";"sam::great"
"weller::fair";"weller::little"
"arabella::little";"mary::little"
"arabella::little";"sam::little"
"mary::little";"sam::little"
"mary::little";"winkle::little"
"sam::little";"winkle::little"
"arabella::poor";"arabella::strange"
"arabella::poor";"sam::poor"
"arabella::poor";"sam::strange"
"arabella::poor";"weller::poor"
"arabella::poor";"weller::strange"
"arabella::strange";"sam::poor"
"arabella::strange";"sam::strange"
"arabella::strange";"weller::poor"
"arabella::strange";"weller::strange"
"sam::poor";"sam::strange"
"sam::poor";"weller::poor"
"sam::poor";"weller::strange"
"sam::strange";"weller::poor"
"sam::strange";"weller::strange"
"weller::poor";"weller::strange"
"arabella::good";"sam::good"
"pickwick::punctual";"weller::punctual"
"pickwick::punctual";"winkle::punctual"
"weller::punctual";"winkle::punctual"
"pickwick::kind";"sam::kind"
"pickwick::brilliant";"pickwick::little"
"pickwick::powerful";"sam::powerful"
"pickwick::afraid";"sam::afraid"
"pickwick::firm";"sam::firm"
"arabella::worthy";"pickwick::worthy"
"arabella::elderly";"pickwick::elderly"
"weller::great";"winkle::great"
"weller::expressive";"weller::lively"
"weller::delighted";"weller::wonderful"
"george::old";"sam::old"
"george_yard::great";"sam::great"
"george::fine";"george::rough"
"george::fine";"sam::fine"
"george::fine";"sam::rough"
"george::rough";"sam::fine"
"george::rough";"sam::rough"
"sam::fine";"sam::rough"
"namby::great";"sam::great"
"smouch::fortunate";"smouch::short"
"pickwick::neglected";"smouch::neglected"
"pickwick::devoted";"pickwick::pretty"
"pickwick::devoted";"sam_for_perker::devoted"
"pickwick::devoted";"sam_for_perker::pretty"
"pickwick::pretty";"sam_for_perker::devoted"
"pickwick::pretty";"sam_for_perker::pretty"
"sam_for_perker::devoted";"sam_for_perker::pretty"
"pickwick::young";"sam_for_perker::young"
"pickwick::great";"pickwick::middle-aged"
"pickwick::great";"sam_for_perker::great"
"pickwick::great";"sam_for_perker::middle-aged"
"pickwick::great";"sam_for_perker::old"
"pickwick::middle-aged";"pickwick::old"
"pickwick::middle-aged";"sam_for_perker::great"
"pickwick::middle-aged";"sam_for_perker::middle-aged"
"pickwick::middle-aged";"sam_for_perker::old"
"pickwick::old";"sam_for_perker::great"
"pickwick::old";"sam_for_perker::middle-aged"
"pickwick::old";"sam_for_perker::old"
"sam_for_perker::great";"sam_for_perker::middle-aged"
"sam_for_perker::great";"sam_for_perker::old"
"sam_for_perker::middle-aged";"sam_for_perker::old"
"pickwick::certain";"pickwick::well"
"pickwick::little";"sam_weller::little"
"pickwick::little";"pickwick::loud"
"pickwick::delighted";"pickwick::professional"
"pickwick::disturbed";"pickwick::thoughtful"
"pickwick::open";"roker::open"
"pickwick::proper";"roker::proper"
"roker::proper";"sam::proper"
"pickwick::careless";"pickwick::kind"
"boll::old";"vun::old"
"sam::comfortable";"sam::nice"
"george::thoughtful";"weller::thoughtful"
"pickwick::encouraging";"pickwick::sentimental"
"pickwick::practical";"pickwick::violent"
"pickwick::cool";"pickwick::great"
"mivins::#-proud";"mivins::little"
"mivins::#-proud";"mivins::short"
"mivins::#-proud";"smangle::#-proud"
"mivins::#-proud";"smangle::little"
"mivins::#-proud";"smangle::short"
"mivins::little";"mivins::short"
"mivins::little";"smangle::#-proud"
"mivins::little";"smangle::little"
"mivins::little";"smangle::short"
"mivins::short";"smangle::#-proud"
"mivins::short";"smangle::little"
"mivins::short";"smangle::short"
"smangle::#-proud";"smangle::little"
"smangle::#-proud";"smangle::short"
"smangle::little";"smangle::short"
"pickwick::gentle";"smangle::gentle"
"pickwick::confused";"smangle::confused"
"pickwick::clean";"pickwick::quiet"
"pickwick::clean";"sam::quiet"
"pickwick::clean";"smangle::clean"
"pickwick::clean";"smangle::quiet"
"pickwick::quiet";"sam::clean"
"pickwick::quiet";"sam::quiet"
"pickwick::quiet";"smangle::clean"
"pickwick::quiet";"smangle::quiet"
"sam::clean";"sam::quiet"
"sam::clean";"smangle::clean"
"sam::clean";"smangle::quiet"
"sam::quiet";"smangle::clean"
"sam::quiet";"smangle::quiet"
"smangle::clean";"smangle::quiet"
"pickwick::expressive";"smangle::expressive"
"pickwick::little";"roker::little"
"neddy::appealing";"roker::appealing"
"neddy::appealing";"tom_martin::appealing"
"roker::appealing";"tom_martin::appealing"
"neddy::thoughtful";"roker::thoughtful"
"pickwick::kind";"pickwick::pleasant"
"pickwick::kind";"sam::pleasant"
"pickwick::pleasant";"sam::kind"
"pickwick::pleasant";"sam::pleasant"
"sam::kind";"sam::pleasant"
"pickwick::old";"sam::young"
"pickwick::young";"sam::old"
"pickwick::serious";"sam::serious"
"weller::good";"weller::great"
"weller::good";"wery::great"
"weller::great";"wery::good"
"wery::good";"wery::great"
"lincoln::little";"samuel_weller::little"
"pell::professional";"weller::professional"
"pell::well";"weller::well"
"pell::plain";"weller::plain"
"pell::great";"weller::great"
"sam::#-certain";"sam::positive"
"sam::#-certain";"sammy::#-certain"
"sam::#-certain";"sammy::positive"
"sam::positive";"sammy::#-certain"
"sam::positive";"sammy::positive"
"sammy::#-certain";"sammy::positive"
"nixon::fine";"sam::fine"
"nixon::fine";"sammy::fine"
"nixon::fine";"weller::fine"
"sam::fine";"sammy::fine"
"sam::fine";"weller::fine"
"sammy::fine";"weller::fine"
"sam_weller::old";"sammy::old"
"sam_weller::old";"weller::old"
"sam::little";"sammy::little"
"sam::little";"sammy::old"
"sam::little";"weller::old"
"sam::old";"sammy::little"
"sam::old";"weller::little"
"sammy::little";"sammy::old"
"sammy::little";"weller::little"
"sammy::little";"weller::old"
"sammy::old";"weller::little"
"bess::bold";"hounslow_heath::bold"
"bess::bold";"ven::bold"
"hounslow_heath::bold";"ven::bold"
"solomon_pell::amusing";"solomon_pell::good"
"solomon_pell::amusing";"solomon_pell::little"
"solomon_pell::good";"solomon_pell::little"
"sam::determined";"sam::popular"
"sam::determined";"wen::determined"
"sam::determined";"wen::popular"
"sam::popular";"wen::determined"
"sam::popular";"wen::popular"
"wen::determined";"wen::popular"
"pickwick::confused";"pickwick::little"
"pickwick::confused";"pickwick::surprised"
"pickwick::confused";"sam::confused"
"pickwick::confused";"sam::little"
"pickwick::confused";"sam::surprised"
"pickwick::little";"pickwick::surprised"
"pickwick::little";"sam::confused"
"pickwick::little";"sam::surprised"
"pickwick::surprised";"sam::confused"
"pickwick::surprised";"sam::little"
"pickwick::surprised";"sam::surprised"
"sam::confused";"sam::little"
"sam::confused";"sam::surprised"
"sam::little";"sam::surprised"
"sam::great";"winkle::great"
"sam::demanding";"weller::demanding"
"pickwick::useful";"sam::useful"
"sam::little";"sam::mean"
"smangle::great";"smangle::pleasant"
"pickwick::little";"smangle::little"
"pickwick::afraid";"pickwick::great"
"pickwick::afraid";"pickwick::remarkable"
"pickwick::afraid";"smangle::afraid"
"pickwick::afraid";"smangle::great"
"pickwick::afraid";"smangle::remarkable"
"pickwick::great";"pickwick::remarkable"
"pickwick::great";"smangle::afraid"
"pickwick::great";"smangle::great"
"pickwick::great";"smangle::remarkable"
"pickwick::remarkable";"smangle::afraid"
"pickwick::remarkable";"smangle::great"
"pickwick::remarkable";"smangle::remarkable"
"smangle::afraid";"smangle::great"
"smangle::afraid";"smangle::remarkable"
"smangle::great";"smangle::remarkable"
"pickwick::foolish";"sam::foolish"
"sam::private";"sam::short"
"pickwick::surprised";"winkle::surprised"
"sam::surprised";"winkle::surprised"
"weller::hard";"weller::little"
"sam::gentle";"sam::young"
"sam::gentle";"weller::young"
"sam::young";"weller::gentle"
"weller::gentle";"weller::young"
"samivel::little";"samivel::serious"
"samivel::little";"weller::serious"
"samivel::serious";"weller::little"
"samivel::serious";"weller::serious"
"weller::little";"weller::serious"
"sammy::pleasant";"weller::pleasant"
"samivel::little";"sammy::little"
"samuel::good";"weller::good"
"w.::old";"weller::old"
"samuel::afraid";"weller::afraid"
"sam::young";"wery::young"
"stiggins::young";"wery::young"
"stiggins::old";"stiggins::smart"
"stiggins::old";"weller::smart"
"stiggins::smart";"weller::old"
"stiggins::smart";"weller::smart"
"weller::old";"weller::smart"
"stiggins::expressive";"stiggins::warm"
"stiggins::dangerous";"stiggins::excellent"
"sam::good";"samivel::good"
"samivel::good";"sammy::good"
"samivel::good";"weller::good"
"pickwick::disturbed";"pickwick::respected"
"pickwick::disturbed";"sam::disturbed"
"pickwick::disturbed";"sam::respected"
"pickwick::respected";"sam::disturbed"
"pickwick::respected";"sam::respected"
"sam::disturbed";"sam::respected"
"pickwick::old";"pickwick::well"
"pickwick::old";"sam::well"
"pickwick::well";"sam::old"
"sam::old";"sam::well"
"pickwick::thin";"pickwick::weak"
"sam::great";"sam::thin"
"sam::great";"trotter::great"
"sam::great";"trotter::thin"
"sam::thin";"trotter::great"
"sam::thin";"trotter::thin"
"trotter::great";"trotter::thin"
"weller::old";"weller::powerful"
"alfred_jingle::old";"pickwick::old"
"sam::good";"sam::great"
"sam::good";"weller::great"
"sam::great";"weller::good"
"pickwick::friendly";"roker::friendly"
"cluppins::poor";"tommy::poor"
"cluppins::little";"sanders::little"
"cluppins::little";"tommy::little"
"sanders::little";"tommy::little"
"raddle::fair";"raddle::good"
"raddle::forward";"raddle::loud"
"raddle::forward";"raddle::unhappy"
"raddle::loud";"raddle::unhappy"
"raddle::good";"tommy::good"
"bardell::great";"raddle::great"
"bardell::great";"rogers::great"
"raddle::great";"rogers::great"
"raddle::#-mean";"raddle::great"
"raddle::good";"rogers::good"
"bardell::foolish";"bardell::little"
"bardell::foolish";"bardell::well"
"bardell::little";"bardell::well"
"bardell::young";"dodson::young"
"bardell::young";"fogg::young"
"bardell::young";"jackson::young"
"dodson::young";"fogg::young"
"dodson::young";"jackson::young"
"fogg::young";"jackson::young"
"raddle::young";"rogers::young"
"bardell::important";"bardell::strange"
"bardell::little";"jackson::little"
"jackson::short";"tommy::short"
"dodson::old";"fogg::old"
"dodson::old";"sam::old"
"fogg::old";"sam::old"
"gray::good";"perker::good"
"lowten::accomplished";"sam_weller::accomplished"
"job_trotter::little";"lowten::little"
"job_trotter::little";"perker::little"
"lowten::little";"perker::little"
"perker::thoughtful";"pickwick::thoughtful"
"perker::thoughtful";"sam::thoughtful"
"pickwick::thoughtful";"sam::thoughtful"
"pickwick::little";"samuel_weller::little"
"perker::extraordinary";"sam::extraordinary"
"pickwick::good";"pickwick::little"
"dodson::encouraged";"fogg::encouraged"
"dodson::encouraged";"pickwick::encouraged"
"fogg::encouraged";"pickwick::encouraged"
"pickwick::pretty";"sam::pretty"
"pickwick::great";"pickwick::young"
"pickwick::great";"winkle::young"
"pickwick::young";"winkle::great"
"winkle::great";"winkle::young"
"perker::pretty";"pickwick::pretty"
"perker::pretty";"winkle::pretty"
"pickwick::pretty";"winkle::pretty"
"arabella::well";"perker::well"
"arabella::well";"pickwick::well"
"perker::well";"pickwick::well"
"samuel_weller::little";"samuel_weller::pretty"
"samuel_weller::little";"winkle::little"
"samuel_weller::little";"winkle::pretty"
"samuel_weller::pretty";"winkle::little"
"samuel_weller::pretty";"winkle::pretty"
"winkle::little";"winkle::pretty"
"arabella::grateful";"sam::grateful"
"mary::short";"pickwick::short"
"bella::young";"pickwick::young"
"bella::young";"winkle::young"
"pickwick::good";"pickwick::nervous"
"pickwick::good";"pickwick::sweet"
"pickwick::good";"winkle::nervous"
"pickwick::good";"winkle::sweet"
"pickwick::nervous";"pickwick::sweet"
"pickwick::nervous";"winkle::good"
"pickwick::nervous";"winkle::nervous"
"pickwick::nervous";"winkle::sweet"
"pickwick::sweet";"winkle::good"
"pickwick::sweet";"winkle::nervous"
"pickwick::sweet";"winkle::sweet"
"winkle::good";"winkle::nervous"
"winkle::good";"winkle::sweet"
"winkle::nervous";"winkle::sweet"
"arabella::pleased";"arabella::young"
"arabella::pleased";"pickwick::pleased"
"arabella::pleased";"pickwick::young"
"arabella::young";"pickwick::pleased"
"arabella::young";"pickwick::young"
"pickwick::pleased";"pickwick::young"
"sam::old";"sam::thoughtful"
"ben_allen::competent";"ben_allen::devoted"
"ben_allen::competent";"ben_allen::little"
"ben_allen::competent";"bob_sawyer::competent"
"ben_allen::competent";"bob_sawyer::devoted"
"ben_allen::competent";"bob_sawyer::little"
"ben_allen::competent";"bob::competent"
"ben_allen::competent";"bob::devoted"
"ben_allen::competent";"bob::little"
"ben_allen::competent";"robert_sawyer::competent"
"ben_allen::competent";"robert_sawyer::devoted"
"ben_allen::competent";"robert_sawyer::little"
"ben_allen::devoted";"ben_allen::little"
"ben_allen::devoted";"bob_sawyer::competent"
"ben_allen::devoted";"bob_sawyer::devoted"
"ben_allen::devoted";"bob_sawyer::little"
"ben_allen::devoted";"bob::competent"
"ben_allen::devoted";"bob::devoted"
"ben_allen::devoted";"bob::little"
"ben_allen::devoted";"robert_sawyer::competent"
"ben_allen::devoted";"robert_sawyer::devoted"
"ben_allen::devoted";"robert_sawyer::little"
"ben_allen::little";"bob_sawyer::competent"
"ben_allen::little";"bob_sawyer::devoted"
"ben_allen::little";"bob_sawyer::little"
"ben_allen::little";"bob::competent"
"ben_allen::little";"bob::devoted"
"ben_allen::little";"bob::little"
"ben_allen::little";"robert_sawyer::competent"
"ben_allen::little";"robert_sawyer::devoted"
"ben_allen::little";"robert_sawyer::little"
"bob_sawyer::competent";"bob_sawyer::devoted"
"bob_sawyer::competent";"bob_sawyer::little"
"bob_sawyer::competent";"bob::competent"
"bob_sawyer::competent";"bob::devoted"
"bob_sawyer::competent";"bob::little"
"bob_sawyer::competent";"robert_sawyer::competent"
"bob_sawyer::competent";"robert_sawyer::devoted"
"bob_sawyer::competent";"robert_sawyer::little"
"bob_sawyer::devoted";"bob_sawyer::little"
"bob_sawyer::devoted";"bob::competent"
"bob_sawyer::devoted";"bob::devoted"
"bob_sawyer::devoted";"bob::little"
"bob_sawyer::devoted";"robert_sawyer::competent"
"bob_sawyer::devoted";"robert_sawyer::devoted"
"bob_sawyer::devoted";"robert_sawyer::little"
"bob_sawyer::little";"bob::competent"
"bob_sawyer::little";"bob::devoted"
"bob_sawyer::little";"bob::little"
"bob_sawyer::little";"robert_sawyer::competent"
"bob_sawyer::little";"robert_sawyer::devoted"
"bob_sawyer::little";"robert_sawyer::little"
"bob::competent";"bob::devoted"
"bob::competent";"bob::little"
"bob::competent";"robert_sawyer::competent"
"bob::competent";"robert_sawyer::devoted"
"bob::competent";"robert_sawyer::little"
"bob::devoted";"bob::little"
"bob::devoted";"robert_sawyer::competent"
"bob::devoted";"robert_sawyer::devoted"
"bob::devoted";"robert_sawyer::little"
"bob::little";"robert_sawyer::competent"
"bob::little";"robert_sawyer::devoted"
"bob::little";"robert_sawyer::little"
"robert_sawyer::competent";"robert_sawyer::devoted"
"robert_sawyer::competent";"robert_sawyer::little"
"robert_sawyer::devoted";"robert_sawyer::little"
"bob_sawyer::poor";"bob_sawyer::wonderful"
"ben_allen::little";"ben::little"
"ben_allen::young";"bob_sawyer::young"
"benjamin_allen::anxious";"benjamin_allen::chubby"
"benjamin_allen::anxious";"benjamin_allen::private"
"benjamin_allen::anxious";"benjamin_allen::sad"
"benjamin_allen::anxious";"bob_sawyer::anxious"
"benjamin_allen::anxious";"bob_sawyer::chubby"
"benjamin_allen::anxious";"bob_sawyer::private"
"benjamin_allen::anxious";"bob_sawyer::sad"
"benjamin_allen::chubby";"benjamin_allen::private"
"benjamin_allen::chubby";"benjamin_allen::sad"
"benjamin_allen::chubby";"bob_sawyer::anxious"
"benjamin_allen::chubby";"bob_sawyer::chubby"
"benjamin_allen::chubby";"bob_sawyer::private"
"benjamin_allen::chubby";"bob_sawyer::sad"
"benjamin_allen::private";"benjamin_allen::sad"
"benjamin_allen::private";"bob_sawyer::anxious"
"benjamin_allen::private";"bob_sawyer::chubby"
"benjamin_allen::private";"bob_sawyer::private"
"benjamin_allen::private";"bob_sawyer::sad"
"benjamin_allen::sad";"bob_sawyer::anxious"
"benjamin_allen::sad";"bob_sawyer::chubby"
"benjamin_allen::sad";"bob_sawyer::private"
"benjamin_allen::sad";"bob_sawyer::sad"
"bob_sawyer::anxious";"bob_sawyer::chubby"
"bob_sawyer::anxious";"bob_sawyer::private"
"bob_sawyer::anxious";"bob_sawyer::sad"
"bob_sawyer::chubby";"bob_sawyer::private"
"bob_sawyer::chubby";"bob_sawyer::sad"
"bob_sawyer::private";"bob_sawyer::sad"
"allen::professional";"bob::professional"
"bob::old";"sawyer::old"
"benjamin::short";"bob_sawyer::short"
"benjamin::short";"sawyer::short"
"bob_sawyer::short";"sawyer::short"
"murtin::great";"murtin::strong"
"murtin::great";"murtin::young"
"murtin::great";"sawyer::great"
"murtin::great";"sawyer::strong"
"murtin::great";"sawyer::young"
"murtin::great";"weller::great"
"murtin::great";"weller::strong"
"murtin::great";"weller::young"
"murtin::strong";"murtin::young"
"murtin::strong";"sawyer::great"
"murtin::strong";"sawyer::strong"
"murtin::strong";"sawyer::young"
"murtin::strong";"weller::great"
"murtin::strong";"weller::strong"
"murtin::strong";"weller::young"
"murtin::young";"sawyer::great"
"murtin::young";"sawyer::strong"
"murtin::young";"sawyer::young"
"murtin::young";"weller::great"
"murtin::young";"weller::strong"
"murtin::young";"weller::young"
"sawyer::great";"sawyer::strong"
"sawyer::great";"sawyer::young"
"sawyer::great";"weller::great"
"sawyer::great";"weller::strong"
"sawyer::great";"weller::young"
"sawyer::strong";"sawyer::young"
"sawyer::strong";"weller::great"
"sawyer::strong";"weller::strong"
"sawyer::strong";"weller::young"
"sawyer::young";"weller::great"
"sawyer::young";"weller::strong"
"sawyer::young";"weller::young"
"weller::great";"weller::strong"
"weller::great";"weller::young"
"weller::strong";"weller::young"
"ben_allen::old";"benjamin_allen::old"
"ben_allen::old";"bob_sawyer::old"
"ben_allen::old";"pickwick::old"
"bush::private";"sam::private"
"tiggin::pretty";"tom::pretty"
"tiggin::pretty";"welps::pretty"
"tom::pretty";"welps::pretty"
"arthur::old";"arthur::strange"
"tiggin::forward";"tiggin::old-fashioned"
"tiggin::forward";"tiggin::young"
"tiggin::old-fashioned";"tiggin::young"
"tiggin::beautiful";"tiggin::young"
"tiggin::forward";"tiggin::original"
"tiggin::original";"tiggin::young"
"tiggin::alone";"tiggin::little"
"tiggin::alone";"tiggin::private"
"tiggin::alone";"welps::alone"
"tiggin::alone";"welps::little"
"tiggin::alone";"welps::private"
"tiggin::little";"tiggin::private"
"tiggin::little";"welps::alone"
"tiggin::little";"welps::little"
"tiggin::little";"welps::private"
"tiggin::private";"welps::alone"
"tiggin::private";"welps::little"
"tiggin::private";"welps::private"
"welps::alone";"welps::little"
"welps::alone";"welps::private"
"welps::little";"welps::private"
"bob_sawyer::great";"sam::great"
"bob_sawyer::great";"weller::great"
"allen::young";"bob::young"
"pickwick::humorous";"pickwick::respectful"
"pickwick::humorous";"robert_sawyer::humorous"
"pickwick::humorous";"robert_sawyer::respectful"
"pickwick::respectful";"robert_sawyer::humorous"
"pickwick::respectful";"robert_sawyer::respectful"
"robert_sawyer::humorous";"robert_sawyer::respectful"
"bob_sawyer::lively";"samuel_weller::lively"
"pickwick::great";"sawyer::great"
"bob::great";"pickwick::great"
"bob::#-mean";"weller::#-mean"
"bob_sawyer::impatient";"pickwick::impatient"
"ben::proper";"pickwick::proper"
"ben_allen::great";"bob::great"
"ben_allen::great";"pickwick::great"
"bob_sawyer::considerate";"bob_sawyer::reasonable"
"bob_sawyer::considerate";"pickwick::considerate"
"bob_sawyer::considerate";"pickwick::reasonable"
"bob_sawyer::reasonable";"pickwick::considerate"
"bob_sawyer::reasonable";"pickwick::reasonable"
"pickwick::considerate";"pickwick::reasonable"
"ben_allen::sensible";"bob_sawyer::sensible"
"ben_allen::sensible";"pickwick::sensible"
"ben_allen::sensible";"winklesr::sensible"
"bob_sawyer::sensible";"pickwick::sensible"
"bob_sawyer::sensible";"winklesr::sensible"
"pickwick::sensible";"winklesr::sensible"
"pickwick::comfortable";"winklesr::comfortable"
"pickwick::good";"pickwick::great"
"pickwick::good";"pickwick::short"
"benjamin_allen::clean";"bob_sawyer::clean"
"benjamin_allen::clean";"pickwick::clean"
"bob_sawyer::clean";"pickwick::clean"
"pickwick::embarrassing";"winklesr::embarrassing"
"pickwick::open";"winkle::open"
"bob::great";"bob::old"
"george::great";"george::ordinary"
"george::great";"nathaniel::great"
"george::great";"nathaniel::ordinary"
"george::great";"pickwick::great"
"george::great";"pickwick::ordinary"
"george::ordinary";"nathaniel::great"
"george::ordinary";"nathaniel::ordinary"
"george::ordinary";"pickwick::great"
"george::ordinary";"pickwick::ordinary"
"nathaniel::great";"nathaniel::ordinary"
"nathaniel::great";"pickwick::great"
"nathaniel::great";"pickwick::ordinary"
"nathaniel::ordinary";"pickwick::great"
"nathaniel::ordinary";"pickwick::ordinary"
"pickwick::great";"pickwick::ordinary"
"pickwick::old";"pickwick::warm-hearted"
"ben_allen::ashamed";"ben_allen::old"
"pickwick::important";"pickwick::young"
