"" "accomplished" "active" "affectionate" "afraid" "agreeable" "alone" "amazing" "amusing" "angry" "anxious" "ashamed" "attentive" "attractive" "average" "awake" "awful" "awkward" "bad" "beautiful" "bitter" "bold" "bright" "brilliant" "busy" "calm" "capable" "careless" "caring" "certain" "charming" "cheap" "cheerful" "clean" "clever" "cold" "comfortable" "conceited" "concerned" "confident" "confused" "conscientious" "consistent" "cool" "critical" "cruel" "curious" "dangerous" "decent" "delighted" "delightful" "demanding" "desirable" "determined" "difficult" "direct" "disappointed" "disgusting" "disrespectful" "distinguished" "disturbed" "eager" "embarrassed" "embarrassing" "employed" "encouraged" "encouraging" "evil" "excellent" "excited" "exhausted" "experienced" "extraordinary" "fair" "faithful" "familiar" "famous" "fine" "firm" "foolish" "fortunate" "forward" "friendly" "frightening" "furious" "generous" "gentle" "genuine" "giving" "glad" "good" "good-looking" "good-natured" "graceful" "gracious" "grateful" "great" "greedy" "handsome" "happy" "hard" "harmless" "helpless" "honest" "hopeful" "ignorant" "impatient" "important" "independent" "innocent" "intellectual" "intelligent" "interested" "interesting" "involved" "irritable" "irritated" "irritating" "jealous" "joyful" "kind" "kind-hearted" "laughing" "liberal" "little" "lively" "lonely" "loud" "lovely" "loving" "lucky" "mature" "mean" "modest" "narrow-minded" "natural" "neat" "neglected" "nice" "noisy" "old" "old-fashioned" "open" "ordinary" "original" "overrated" "patient" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "positive" "pretty" "private" "productive" "prompt" "proper" "proud" "quiet" "reasonable" "religious" "remarkable" "respectable" "respected" "respectful" "rich" "ridiculous" "romantic" "rude" "rushed" "sad" "satisfied" "secure" "self-assured" "selfish" "sensible" "sentimental" "serious" "shallow" "short" "shy" "sincere" "smart" "social" "strange" "strict" "strong" "stubborn" "stupid" "successful" "surprised" "sweet" "sympathetic" "tall" "terrific" "thankful" "thin" "thinking" "thorough" "thoughtless" "tired" "traditional" "troubled" "trusted" "trusting" "uncomfortable" "understanding" "unfriendly" "ungraceful" "unhappy" "unreasonable" "unusual" "useful" "valuable" "violent" "warm" "wealthy" "well" "well-known" "wise" "wonderful" "worthy" "young" "youthful"
"nice" 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 2 0 0 0 0 1 3 0 0 1 1 0 1 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 2 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 2 0 0 2 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 3 1 1 0 0 3 0
"noisy" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0
"old" 1 0 3 3 4 4 0 1 3 4 4 1 0 2 0 1 1 4 4 0 1 1 1 0 1 1 2 1 2 5 1 4 2 1 2 3 1 3 0 0 0 0 0 0 0 1 0 2 4 7 1 0 2 1 1 6 0 0 1 0 3 1 0 1 2 0 2 7 1 1 2 4 5 1 0 4 10 0 2 1 5 0 2 0 1 4 0 5 8 16 1 2 1 2 2 16 0 6 7 2 0 0 3 0 0 1 1 0 0 0 0 0 1 1 1 0 0 1 2 14 0 1 0 16 1 1 3 0 0 1 0 6 0 0 2 2 1 0 1 0 2 6 1 0 0 1 3 1 3 2 1 1 5 3 8 1 1 0 1 0 2 0 0 4 1 1 0 3 0 1 1 1 2 3 4 1 1 1 0 0 0 12 0 1 1 0 5 0 2 1 2 1 3 4 1 0 0 1 1 6 0 0 4 0 0 2 1 1 0 0 0 1 1 1 1 1 3 1 0 15 0 1 1 1 13 2
"old-fashioned" 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 1 2 2 0 0 0 1 0 3 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
"open" 0 0 3 3 2 7 0 1 3 6 3 0 1 1 1 2 0 0 2 1 2 3 0 0 0 1 0 0 4 3 1 1 1 0 2 2 0 2 1 0 0 1 0 0 1 1 0 2 3 4 1 1 5 2 0 2 0 1 1 0 2 1 0 0 1 0 2 4 0 0 0 4 4 1 0 1 7 1 1 1 5 1 0 1 2 1 0 6 5 10 0 2 1 0 2 10 2 5 8 2 1 0 0 0 2 1 2 0 0 0 1 1 2 1 0 2 0 0 2 6 0 1 1 12 1 0 2 1 0 1 0 4 0 1 0 0 0 0 0 6 0 0 2 1 0 0 2 1 3 4 3 0 4 2 4 0 0 0 4 0 3 1 0 2 0 1 0 1 1 0 0 1 0 3 2 1 2 2 0 1 0 8 1 1 1 0 3 0 0 0 2 2 6 3 0 0 2 1 0 3 0 0 0 0 0 2 1 2 0 1 0 0 0 1 1 1 4 2 1 12 0 2 1 0 11 1
"ordinary" 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 2 0 2 0 0 0 0 0 3 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 0 1 2 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 2 0 0 0 1 3 0
"original" 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0
"overrated" 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0
"patient" 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 1 0 2 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0
"plain" 1 0 0 0 1 1 0 0 0 0 2 0 0 0 0 1 1 2 1 0 2 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 3 0 0 1 0 0 0 0 0 1 0 1 0 0 2 3 0 1 1 2 1 0 0 1 3 1 0 0 0 0 0 0 0 1 0 2 1 6 1 1 0 0 1 5 0 4 2 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 6 0 2 0 5 2 0 0 0 0 0 0 1 0 0 0 1 1 0 1 3 1 2 1 0 0 0 0 0 1 1 0 0 1 0 4 0 0 0 0 0 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 3 0 1 2 0 1 0 1 1 1 1 3 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 5 0 0 1 0 4 0
"playful" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
"pleasant" 0 0 1 2 3 1 0 1 2 2 2 0 0 1 1 0 0 0 2 0 1 1 0 1 0 0 0 1 1 3 1 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 1 3 3 0 1 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 2 6 0 0 0 1 0 0 0 1 0 0 3 3 7 0 1 0 0 0 7 1 3 3 0 0 0 2 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 6 0 1 0 8 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 3 0 3 0 0 1 0 1 0 0 4 0 0 1 1 3 1 0 0 1 0 0 0 0 1 1 1 0 3 0 0 0 0 0 2 1 1 0 0 0 1 0 4 0 0 0 0 0 0 1 0 1 0 2 1 0 0 0 0 0 2 0 0 2 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 7 0 0 0 1 6 1
"pleased" 0 0 1 4 3 2 0 1 2 2 1 0 1 2 1 0 0 0 2 0 1 1 0 1 1 1 0 0 2 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 3 0 1 2 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 2 0 1 0 1 3 0 1 0 1 0 0 0 1 1 1 4 4 7 0 2 1 0 0 8 1 1 3 2 1 0 0 0 1 2 0 1 0 0 1 2 1 0 0 0 0 1 0 5 0 1 0 8 2 0 0 0 1 0 0 3 0 0 2 0 0 0 0 2 0 4 0 1 0 0 1 0 4 0 1 0 3 0 5 0 0 0 3 0 0 1 0 1 0 0 0 0 0 0 1 0 0 2 1 1 0 0 0 0 0 2 1 1 0 0 1 0 1 1 1 0 2 1 0 1 0 0 0 1 0 0 1 0 0 2 0 0 0 0 0 0 0 0 2 0 0 1 0 9 0 0 0 0 8 1
"pleasing" 0 0 3 1 2 3 0 0 0 4 2 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 2 0 1 0 0 2 1 0 1 0 0 0 1 0 1 0 0 0 1 1 1 1 0 1 0 0 1 0 0 1 0 2 0 0 0 0 0 2 1 0 0 0 1 3 0 0 0 3 0 0 1 4 0 0 0 1 1 0 1 2 6 0 0 0 0 0 4 0 1 4 0 1 0 0 0 2 0 1 1 0 0 2 1 1 1 0 0 0 1 2 3 0 0 0 7 1 0 0 1 0 1 0 0 0 0 2 1 0 0 0 1 0 3 0 0 0 2 0 0 0 1 0 0 4 0 3 3 0 0 2 0 2 3 0 1 0 0 0 2 0 0 0 0 1 2 2 0 1 2 0 1 0 3 0 1 0 0 2 0 1 0 1 0 3 2 1 1 1 0 0 2 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 6 0 1 0 0 6 0
"polite" 0 0 1 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 2 0 0 2 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 1 0 0 2 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 3 1 0 0 0 2 0
"poor" 1 0 6 5 3 4 1 1 2 3 3 0 0 1 0 0 1 1 3 0 0 1 0 0 1 0 2 0 4 1 1 2 1 3 3 3 0 5 0 0 0 1 0 0 0 0 0 2 0 4 0 1 3 0 1 2 0 0 2 1 3 0 0 0 0 0 5 2 1 0 0 2 3 1 0 0 6 0 2 0 4 1 1 0 0 2 1 7 7 15 2 2 0 1 1 14 0 2 8 2 1 1 2 1 3 0 2 2 0 0 2 2 2 1 1 0 0 3 1 7 0 0 0 16 2 1 1 1 0 2 1 4 0 0 4 0 1 2 1 5 1 4 0 0 0 1 1 0 1 3 4 0 0 5 5 3 1 0 1 1 2 3 1 3 1 0 0 0 0 1 0 1 2 3 2 1 1 4 0 0 0 12 0 2 1 0 9 0 4 1 4 0 4 2 0 1 1 0 1 5 0 1 2 0 0 0 0 2 2 1 0 1 0 1 2 0 1 3 1 14 1 2 2 0 12 2
"positive" 0 0 1 0 1 2 0 0 1 1 0 0 0 0 0 0 0 0 2 1 1 1 0 0 2 1 2 0 3 1 0 1 0 0 1 1 0 2 0 1 0 0 0 0 1 0 0 1 0 0 0 0 2 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 3 0 1 0 2 0 1 1 0 1 0 4 3 4 0 0 0 1 0 4 0 1 3 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 1 1 1 0 4 0 0 2 4 1 1 0 0 0 0 0 2 0 1 1 0 0 0 0 3 1 2 1 0 0 0 0 0 1 0 0 0 5 0 1 0 1 0 0 0 0 0 0 2 0 1 0 1 0 1 0 1 1 0 0 0 0 1 0 0 0 4 0 1 0 0 3 1 0 0 0 0 1 2 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 1 4 1 0 0 0 4 1
"pretty" 1 0 1 4 5 4 0 0 4 1 4 0 1 0 0 0 1 5 2 0 2 2 1 1 0 1 1 0 3 3 0 1 1 1 1 3 0 2 0 0 1 0 0 0 0 0 0 2 3 5 0 1 6 1 1 4 1 0 0 0 3 1 0 0 1 1 4 5 0 0 2 3 2 1 0 2 5 0 3 0 4 1 1 0 1 2 0 6 4 18 1 1 0 0 2 16 1 5 9 3 1 1 2 0 1 2 1 3 0 0 1 3 1 1 0 1 0 2 3 13 0 2 0 15 3 0 0 0 1 0 0 4 0 0 2 3 1 1 1 8 0 4 0 1 1 2 4 0 3 5 3 1 5 1 0 3 0 0 4 0 1 2 0 1 3 1 0 2 1 0 1 0 2 3 3 0 2 2 0 1 1 6 1 3 1 0 4 0 4 2 1 1 5 3 1 1 0 0 1 6 0 0 6 0 0 2 0 1 1 1 1 2 0 0 2 0 0 3 1 18 1 0 1 1 13 0
"private" 0 0 1 0 2 2 1 0 1 2 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 1 1 1 0 0 1 0 0 2 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 2 0 0 0 1 0 0 0 4 0 0 0 0 1 1 1 1 3 0 0 0 0 0 3 0 0 4 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 1 3 0 0 0 4 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 2 0 0 1 0 3 0 3 0 3 0 0 0 0 0 1 0 0 0 1 0 0 3 0 0 0 0 1 2 1 0 1 0 0 1 0 4 0 1 0 0 2 0 2 0 0 0 1 1 1 0 0 0 0 2 0 0 0 0 0 1 0 1 2 0 0 0 0 0 0 0 0 0 1 5 1 0 0 1 3 0
"productive" 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1
"prompt" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"proper" 0 0 0 2 2 3 0 0 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 2 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 1 2 7 0 0 1 0 0 6 0 2 4 2 0 0 1 0 1 1 0 0 0 1 1 3 0 0 0 1 0 0 0 1 0 1 0 5 1 0 0 0 0 0 0 2 0 0 2 0 0 0 0 1 0 4 0 1 0 0 0 0 1 3 2 1 1 0 4 0 0 0 0 0 0 1 0 0 1 0 1 1 1 0 1 0 0 2 2 0 1 1 0 2 0 2 1 0 0 0 1 0 2 0 2 0 3 1 0 1 0 0 0 2 0 0 2 0 0 2 0 0 1 0 0 0 0 0 1 0 0 1 0 6 0 0 0 0 4 0
"proud" 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 1 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 2 0
"quiet" 0 0 1 0 1 2 1 0 0 2 2 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 1 0 0 1 1 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 2 0 0 3 0 0 0 1 1 1 0 0 0 0 2 2 0 0 0 0 1 0 0 1 3 0 1 0 0 0 0 0 0 1 0 1 2 4 0 0 0 0 1 4 0 0 5 0 1 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 1 2 0 0 0 5 1 0 2 0 0 2 0 1 0 0 1 0 0 0 0 2 0 3 0 0 0 0 1 0 0 0 2 0 2 0 1 1 0 0 0 0 0 1 0 2 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 3 0 1 0 0 2 0 1 0 0 2 1 0 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 6 0 1 1 0 2 0
"reasonable" 0 0 3 1 1 1 0 0 0 2 3 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 2 0 1 1 2 1 0 0 1 0 1 0 2 4 1 0 0 0 1 4 0 1 3 2 0 1 1 1 2 0 0 1 0 0 1 1 0 0 0 0 0 0 2 2 0 0 0 5 1 0 0 1 0 0 1 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 3 0 3 0 2 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0 2 1 0 1 0 0 0 1 0 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0 2 0 3 1 0 0 0 5 0
"religious" 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0
"remarkable" 1 0 1 0 0 1 0 0 0 0 1 0 0 1 1 1 1 1 2 0 0 1 0 0 0 1 1 0 1 2 0 2 1 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 2 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 2 1 1 0 1 0 1 0 1 5 0 0 0 2 0 1 0 0 0 0 2 1 5 1 0 0 1 0 6 1 3 4 0 1 0 1 0 1 0 1 0 0 0 1 0 2 0 0 0 0 1 0 4 0 0 0 5 0 0 1 0 0 1 0 1 0 0 0 0 1 0 1 4 2 2 0 0 0 0 2 0 1 1 1 0 3 2 1 0 0 0 0 0 2 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 3 0 0 1 0 2 1 1 1 1 0 1 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 5 0 1 1 0 3 0
"respectable" 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 2 1 0 0 0 0 4 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 3 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 1 0 0 1 1 0 3 1 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 2 0 1 1 1 1 0 2 1 1 0 1 0 0 0 0 0 1 2 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 1 4 0 0 1 1 2 0
