"" "accomplished" "active" "affectionate" "afraid" "agreeable" "alone" "ambitious" "amusing" "angry" "anxious" "artificial" "ashamed" "attentive" "attractive" "awake" "awful" "awkward" "bad" "beautiful" "blind" "bold" "brave" "bright" "brilliant" "busy" "calm" "capable" "careful" "careless" "caring" "cautious" "certain" "charming" "cheap" "cheerful" "clever" "clumsy" "cold" "comfortable" "compassionate" "compatible" "conceited" "concerned" "confident" "confused" "consistent" "cool" "courteous" "critical" "cruel" "curious" "dangerous" "daring" "decent" "delighted" "delightful" "dependent" "desirable" "determined" "devoted" "difficult" "direct" "disabled" "disappointed" "disgusting" "disrespectful" "distinguished" "disturbed" "eager" "educated" "embarrassed" "employed" "encouraged" "encouraging" "entertaining" "evil" "excellent" "excited" "experienced" "expressive" "extraordinary" "fair" "faithful" "familiar" "famous" "fat" "fine" "firm" "foolish" "fortunate" "forward" "friendly" "generous" "gentle" "gifted" "giving" "glad" "good" "good-looking" "good-natured" "graceful" "grateful" "great" "handsome" "happy" "hard" "healthy" "helpless" "honest" "ignorant" "impatient" "important" "indecisive" "independent" "intelligent" "interested" "interesting" "involved" "irrational" "irritable" "jealous" "kind" "kind-hearted" "laughing" "liberal" "little" "lively" "lovely" "loving" "lucky" "mature" "mean" "modest" "natural" "neat" "negative" "neglected" "nervous" "nice" "noisy" "observant" "offensive" "old" "old-fashioned" "open" "original" "pathetic" "patient" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "popular" "positive" "powerful" "pretty" "private" "prompt" "proper" "prosperous" "proud" "quiet" "reasonable" "religious" "remarkable" "respectable" "respected" "responsible" "rich" "romantic" "rough" "rushed" "sad" "satisfied" "secure" "selfish" "sensible" "sentimental" "serious" "short" "shy" "sincere" "slender" "social" "spoiled" "spontaneous" "strange" "strict" "strong" "stupid" "successful" "surprised" "suspicious" "sweet" "sympathetic" "tall" "thankful" "thin" "thinking" "thorough" "thoughtful" "thoughtless" "tired" "trusted" "trusting" "uncomfortable" "understanding" "unemployed" "unhappy" "unlucky" "unreasonable" "unusual" "upset" "useful" "valuable" "violent" "warm" "weak" "wealthy" "well" "wise" "wonderful" "worthy" "young" "smart" "well-known" "youthful"
"healthy" 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 2 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"helpless" 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 2 0 0 1 0 0 0 2 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 2 1 0 1 0 0 0 0 0 0 1 0 0 0
"honest" 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ignorant" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 1 1 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0
"impatient" 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 2 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 2 0 0 0 0 1 0 1 0 1 3 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 5 0 0 0 0 4 1 2 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 5 0 0 0 0 0 2 0 1 0 0 0 1 1 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 1 0 0 1 2 1 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 3 0 2 4 0 1 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 4 0 0 1 3 0 0 0
"important" 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 2 0 0 1 1 1 1 1 0 0 0 0 0 0 0 1 0 0 1 0 2 0 0 1 1 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 2 1 0 0 0 1 2 5 0 0 0 1 4 1 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 2 0 0 0 4 0 0 1 0 0 2 0 3 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 2 0 0 0 3 1 1 1 3 0 1 2 0 0 0 0 0 0 0 0 2 0 0 0 0 1 1 0 0 0 1 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 4 1 0 3 1 0 0 3 0 0 0
"indecisive" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0
"independent" 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 2 0 0 0 0 2 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 0 2 2 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 1 0 0 0
"intelligent" 0 0 0 0 0 2 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 1 0 0 0 1 2 2 0 0 0 0 2 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 1 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0
"interested" 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 0 1 1 0 0 0 0 1 3 3 0 2 0 0 3 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 1 0 0 0
"interesting" 1 1 1 0 4 2 0 1 1 4 0 1 0 0 0 0 0 3 1 0 0 0 1 0 1 0 1 1 0 0 0 1 0 0 2 0 0 2 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 1 1 2 0 0 4 0 1 0 0 1 1 0 2 1 1 0 1 0 0 0 1 1 2 3 0 1 2 2 0 0 0 0 3 0 0 2 6 1 1 3 0 1 1 9 1 0 0 0 8 1 5 0 0 1 0 0 1 0 0 0 1 1 0 2 0 0 0 3 0 0 0 11 2 1 0 0 0 3 1 1 0 0 0 1 1 1 0 0 6 0 1 0 0 1 0 0 2 3 3 0 7 0 0 1 3 1 0 2 0 0 1 1 0 1 0 0 0 0 1 0 0 2 0 0 1 5 1 1 3 0 0 0 0 0 0 1 0 3 0 0 1 0 1 0 1 0 0 3 1 1 0 1 0 0 1 1 1 1 0 0 0 0 1 1 0 4 0 0 7 1 2 0 6 0 1 0
"involved" 0 0 0 1 2 2 0 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 1 1 0 2 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 2 0 0 3 0 1 0 5 0 0 0 0 5 0 2 1 0 1 1 1 1 1 0 1 0 0 2 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 2 0 1 0 0 1 0 0 0 0 0 0 2 0 0 1 1 1 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 3 0 1 1 0 0 0 0 0 1 0 1 3 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 3 0 1 0 0 0 0 1 1 0 2 1 0 3 0 0 0 1 0 0 0
"irrational" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0
"irritable" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"jealous" 0 0 0 1 1 0 1 0 0 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 2 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 2 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 3 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 2 3 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 2 0 2 0 0 0 1 0 1 1 0 1 0 0 1 0 1 0 0 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 2 0 0 0 0 0 5 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 4 0 0 0 1 0 0 0
"kind" 1 0 0 2 5 3 1 0 1 3 0 2 0 0 1 0 0 6 0 0 0 1 2 1 1 1 1 2 2 0 0 2 0 1 0 0 1 1 4 1 1 0 0 1 0 0 2 2 0 0 1 2 0 1 4 4 2 1 6 0 1 0 0 1 0 0 1 0 1 0 1 3 0 0 1 3 5 2 0 1 2 4 0 0 1 1 5 0 0 1 7 3 1 1 0 4 7 13 0 0 1 0 11 4 12 2 0 0 0 0 0 2 0 0 1 0 3 0 0 1 2 0 0 2 1 15 0 1 0 2 0 6 1 5 0 1 0 0 3 0 0 0 4 0 4 0 0 0 0 0 4 4 2 1 8 0 1 1 2 0 0 4 0 1 3 1 0 0 1 0 0 1 0 1 0 3 3 3 2 3 0 2 6 1 1 1 0 0 0 0 1 2 0 0 2 1 1 1 0 1 0 6 1 0 1 1 0 1 0 2 0 0 0 0 0 0 0 1 1 2 0 0 10 1 0 1 9 0 1 0
"kind-hearted" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"laughing" 0 0 0 2 4 2 1 0 1 0 0 0 1 0 0 0 0 3 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 0 0 0 1 0 0 1 0 2 0 0 0 1 0 1 0 0 4 1 4 0 0 0 0 4 1 4 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 5 0 0 0 0 0 1 0 2 0 0 0 1 0 0 0 0 1 0 2 0 0 0 0 0 1 4 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 2 0 0 0 0 0 4 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 0 0 0
"liberal" 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 1 0 2 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 2 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 2 0 0 0 1 0 0 0
"little" 2 5 2 10 27 16 1 3 4 14 4 9 6 1 1 2 3 18 5 1 1 1 5 1 3 1 7 5 3 1 2 9 3 1 7 6 1 10 11 1 2 1 3 2 2 2 3 2 1 3 3 8 3 6 14 4 2 10 20 1 4 3 1 5 1 1 5 1 6 2 3 5 4 3 2 9 17 7 0 1 10 11 1 0 1 2 21 1 2 2 19 6 2 7 2 13 25 60 2 2 1 3 52 13 38 6 1 1 1 2 5 4 1 2 2 3 11 5 1 0 3 15 0 5 2 0 5 5 1 3 1 15 3 16 2 2 1 3 9 1 3 2 26 1 17 1 1 2 5 1 11 18 9 3 25 1 1 4 21 5 0 14 1 3 9 5 1 4 5 2 2 7 1 4 1 4 13 7 4 18 1 11 31 2 4 1 1 0 2 3 4 21 1 1 9 3 5 2 3 3 2 20 1 3 1 5 2 1 2 18 1 4 1 1 1 2 7 5 2 13 4 1 49 4 3 5 37 1 1 1
"lively" 0 0 0 1 3 0 0 0 0 2 0 1 0 0 0 1 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 0 1 2 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 3 0 0 0 2 0 0 1 0 0 0 5 0 0 0 0 4 1 2 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 5 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 1 0 1 2 1 0 2 0 1 0 0 0 1 0 0 0 0 0 0 2 0 0 0 1 0 0 0 1 3 0 0 1 0 0 4 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 2 0 0 1 1 0 4 1 0 1 4 0 0 0
"lovely" 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 2 3 1 0 0 1 1 0 0 0 1 1 0 0 0 2 0 0 0 0 0 1 4 0 0 1 1 2 2 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 5 0 0 0 1 1 0 0 2 0 0 0 0 1 0 1 0 2 0 1 0 0 0 0 0 2 0 2 2 2 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 3 1 0 1 1 0 0 0 0 0 2 0 0 1 1 0 0 1 1 1 2 0 0 0 1 0 0 0 2 0 0 0 0 0 0 1 0 1 3 0 0 2 0 1 0 1 1 0 0
"loving" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0
"lucky" 0 0 0 2 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 2 0 0 0 1 2 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 3 0 0 1 0 1 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 3 0 1 0 0 0 0 0 2 1 1 0 0 1 0 0 1 2 0 2 0 0 0 1 0 1 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 1 0 0 1 2 0 1 1 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0
"mature" 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0
"mean" 1 1 1 3 7 4 1 1 0 2 0 3 1 0 0 0 1 6 2 0 0 1 0 0 1 2 2 3 0 0 0 1 1 0 0 0 0 1 3 1 0 0 1 0 0 0 4 0 0 1 0 1 0 3 7 2 0 1 2 1 0 0 0 1 1 0 2 0 2 0 2 1 0 1 1 2 3 2 0 0 3 3 1 0 1 0 6 1 0 1 5 3 0 1 0 2 6 11 0 1 0 0 11 4 8 2 0 0 0 0 2 2 1 0 2 2 3 0 1 1 1 6 1 1 1 15 1 0 1 0 0 0 1 2 0 0 0 0 2 0 1 0 8 0 4 1 0 0 2 1 2 2 3 0 6 0 0 0 3 0 0 1 0 1 2 0 0 0 0 0 0 0 0 0 0 1 1 1 1 4 1 1 7 0 0 0 0 0 0 0 0 3 0 0 4 0 0 0 0 0 0 5 1 0 0 1 0 0 0 2 1 1 0 0 0 0 1 0 1 2 3 0 14 1 1 1 8 0 0 0
"modest" 1 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 1 0 0 2 0 1 0 0 0 0 0 0 0 0 1 0 0 0 2 1 0 0 0 0 0 2 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 3 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
