"" "#-alone" "#-bad" "#-cruel" "#-determined" "#-handsome" "#-plain" "#-pretty" "#-rich" "#-satisfied" "#-serious" "accomplished" "active" "admirable" "affectionate" "afraid" "agreeable" "alert" "alone" "amazing" "ambitious" "amusing" "angry" "anxious" "artificial" "ashamed" "attentive" "attractive" "awake" "awful" "awkward" "bad" "beautiful" "bitter" "blind" "bold" "bright" "brilliant" "busy" "calm" "capable" "careful" "careless" "cautious" "certain" "charming" "cheap" "cheerful" "clever" "cold" "comfortable" "compassionate" "compatible" "competent" "concerned" "confident" "confused" "conscientious" "considerate" "consistent" "cool" "courteous" "critical" "cruel" "curious" "dangerous" "daring" "decent" "delighted" "delightful" "dependent" "desirable" "determined" "devoted" "difficult" "direct" "disappointed" "disgusting" "disrespectful" "distinguished" "eager" "embarrassed" "embarrassing" "encouraging" "entertaining" "evil" "excellent" "excited" "exciting" "expressive" "extraordinary" "fair" "faithful" "familiar" "famous" "fat" "feminine" "fine" "foolish" "forgetful" "fortunate" "forward" "friendly" "generous" "gentle" "genuine" "glad" "good" "graceful" "gracious" "grateful" "great" "handsome" "happy" "hard" "helpless" "honest" "hopeful" "humorous" "ignorant" "impatient" "important" "incompetent" "inconsiderate" "independent" "inexperienced" "innocent" "intellectual" "intelligent" "interested" "interesting" "involved" "irrational" "irritated" "jealous" "joyful" "kind" "lazy" "liberal" "little" "lively" "lonely" "loud" "lovely" "loyal" "lucky" "mean" "modest" "natural" "neat" "negative" "nervous" "nice" "noisy" "offensive" "old" "open" "ordinary" "original" "pathetic" "persuasive" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "popular" "positive" "powerful" "practical" "prejudiced" "pretty" "private" "professional" "prominent" "proper" "prosperous" "proud" "punctual" "quiet" "reasonable" "religious" "remarkable" "respectable" "respected" "respectful" "rich" "ridiculous" "romantic" "rough" "rude" "sad" "sarcastic" "satisfied" "secure" "selfish" "sensible" "serious" "short" "shy" "sincere" "smart" "sociable" "social" "spontaneous" "stable" "strange" "strict" "strong" "stupid" "successful" "surprised" "suspicious" "sweet" "sympathetic" "talkative" "tall" "terrible" "terrific" "thankful" "thin" "thorough" "thoughtful" "thoughtless" "tired" "tough" "uncomfortable" "unemployed" "unfriendly" "unhappy" "unlucky" "unreasonable" "unusual" "useful" "valuable" "warm" "weak" "wise" "wonderful" "worthy" "young" "violent" "wasteful" "well" "spoiled"
"forgetful" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"fortunate" 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 2 0 0 0 1 0 1 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 1 1 0 0 2 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 3 0 4 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 2 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 2 0 0 1 0
"forward" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"friendly" 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 3 0 3 0 0 0 1 3 0 1 1 0 0 1 0 1 0 0 0 0 0 0 2 0 2 0 1 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 3 2 0 1 1 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 6 1 0 0 0 0 0 2 0 5 9 0 0 0 10 1 4 0 1 2 0 0 0 0 3 0 0 1 0 0 0 0 0 1 0 0 0 2 1 2 0 1 10 1 0 1 1 0 1 0 1 4 0 0 0 0 1 1 2 2 0 1 0 0 0 1 3 3 2 0 5 0 0 0 1 0 2 3 0 0 3 1 1 0 2 3 0 0 0 0 0 1 0 0 0 0 3 0 3 0 1 0 3 3 0 0 0 1 0 1 0 0 0 2 0 0 1 0 1 0 0 0 0 0 2 0 1 0 0 1 0 0 0 0 1 0 0 1 2 0 1 0 0 1 0 2 0 0 0 0
"generous" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 1 1 0 0 1 0 0 0 0 0 2 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 6 0 0 0 5 2 3 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 5 0 0 0 0 0 0 0 0 3 0 0 1 0 0 1 1 2 0 0 0 0 0 0 0 1 0 0 4 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 1 1 0 1 0 1 0 0 0 0 0 0 0 1 2 0 0 0 0 3 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 1 0 0 2 0 3 0 0 0 0
"gentle" 0 0 1 0 0 0 0 0 0 1 0 1 0 0 4 5 0 0 0 0 1 2 3 0 1 1 1 0 1 0 5 1 0 0 0 3 0 0 0 3 0 1 0 2 0 0 1 3 1 3 1 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 1 1 0 3 2 0 1 1 0 0 0 1 1 0 1 0 0 0 4 0 0 1 0 4 0 0 0 0 1 4 1 1 0 0 2 0 0 0 3 15 0 0 1 14 1 6 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 1 0 1 0 2 0 0 15 1 0 1 3 0 1 0 2 2 0 0 1 1 1 1 2 3 0 0 0 0 0 1 2 3 1 0 5 0 0 0 1 0 2 3 0 0 3 0 1 0 2 1 0 0 2 0 0 1 0 0 0 0 0 1 2 0 0 0 3 8 0 0 0 0 1 0 1 0 0 4 0 0 3 0 2 0 0 0 0 0 0 0 2 2 1 1 0 1 0 1 1 2 3 0 2 0 3 0 0 1 0 7 0 0 0 1
"genuine" 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 1 0 1 1 0 3 0 0 1 0 0 0 0 2 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 0 1 0 0 0 0 1 1 1 0 0 2 0 0 0 2 0 0 0 2 0 1 0 0 0 0 2 0 0 0 0 2 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 6 0 0 0 5 0 5 2 0 0 1 0 0 1 1 0 0 0 0 0 0 0 2 1 0 0 0 0 1 0 0 0 7 1 0 0 0 0 0 0 0 2 0 0 0 0 1 1 2 1 0 0 0 0 0 0 1 0 0 0 3 1 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 2 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 1 5 0 0 0 0
"glad" 0 0 0 0 1 0 0 0 0 0 0 4 0 5 9 11 0 6 2 0 0 7 12 0 6 2 2 1 2 2 8 4 2 0 0 0 1 1 5 5 0 1 0 6 1 1 8 4 6 7 0 0 1 0 1 0 0 2 1 2 0 1 1 1 3 0 2 4 9 1 5 7 1 5 1 3 0 2 0 6 1 2 0 0 1 1 0 0 1 2 11 0 2 1 0 2 15 1 1 1 0 5 1 3 1 0 39 1 0 5 34 6 24 2 2 2 1 0 1 3 6 1 0 3 0 1 0 1 1 5 0 0 0 1 2 10 1 2 43 7 0 3 3 1 2 0 2 15 1 0 1 1 2 0 16 8 1 1 0 0 2 1 13 8 1 0 18 0 1 1 0 0 12 4 0 0 7 2 4 0 4 5 0 2 5 0 0 6 1 0 2 0 4 0 12 3 2 6 9 14 1 1 0 1 0 1 1 6 2 9 3 2 5 0 5 1 1 3 3 0 5 0 0 2 1 4 0 1 0 0 3 3 4 1 8 4 9 1 0 3 0 23 1 0 2 1
"good" 0 1 1 1 1 1 1 0 1 1 1 9 1 7 19 34 1 14 3 2 3 16 25 1 15 4 3 3 3 3 32 5 4 2 2 2 2 9 6 15 1 5 2 16 4 1 9 13 11 17 1 1 1 2 2 2 2 4 4 4 3 3 2 2 4 0 2 8 14 2 9 14 2 8 4 4 1 1 3 13 2 2 2 2 3 16 1 2 4 7 20 0 3 1 1 3 31 5 1 4 1 9 6 15 6 39 0 1 1 12 94 16 60 6 4 4 3 1 3 9 13 0 0 7 1 2 1 1 6 9 0 2 1 2 2 27 2 3 109 14 1 5 6 0 5 1 11 27 2 3 3 10 4 4 37 16 1 2 1 1 2 4 32 25 6 1 38 1 3 1 1 1 22 12 2 1 21 3 3 3 16 7 1 2 13 1 2 8 4 1 1 1 9 1 31 4 9 14 20 39 2 3 1 1 2 1 4 9 3 31 6 3 16 2 15 2 2 5 6 1 9 1 3 3 3 7 1 3 1 1 9 7 8 6 27 4 17 0 0 9 3 64 1 1 4 1
"graceful" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"gracious" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"grateful" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 3 0 1 0 0 0 2 3 0 3 0 0 0 0 0 3 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 3 1 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 0 2 2 0 1 1 1 0 0 0 0 0 1 1 0 0 4 0 0 0 1 1 0 0 0 0 0 2 1 0 0 0 0 0 1 0 5 12 0 0 0 8 0 9 0 0 0 1 0 1 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 5 0 0 9 2 0 1 0 0 0 0 1 5 0 0 1 3 0 0 3 5 0 0 0 0 0 0 5 3 1 1 3 0 1 0 0 0 1 0 0 0 5 0 0 0 1 0 1 1 1 1 2 1 0 1 0 0 1 0 4 1 1 4 3 2 0 1 0 0 1 0 0 1 0 2 0 0 1 0 2 1 0 0 0 0 2 0 0 0 0 0 0 1 0 0 1 0 0 2 3 0 2 0 0 1 1 9 0 0 0 0
"great" 0 0 1 0 1 1 1 1 0 1 1 8 0 8 16 33 1 11 1 3 2 13 25 1 12 6 3 1 3 3 24 5 3 3 1 3 2 9 6 15 2 4 1 13 4 0 6 9 6 16 1 0 0 3 0 2 1 3 5 1 4 2 3 2 3 0 2 8 12 1 10 13 3 6 2 4 2 1 2 11 1 2 0 1 3 16 1 3 3 5 23 1 3 1 1 3 27 5 1 3 0 10 5 14 5 34 94 2 1 8 0 9 52 6 3 4 3 1 3 9 10 0 1 7 0 2 0 0 9 9 0 1 1 3 4 28 2 3 95 13 1 3 6 1 3 2 11 22 3 1 2 10 3 2 32 16 2 1 1 0 3 3 23 19 6 0 34 1 3 0 1 1 22 15 2 0 18 2 2 2 16 6 0 2 13 1 1 5 2 1 2 1 9 1 27 3 6 16 20 34 2 3 1 1 1 1 4 7 4 30 4 4 12 1 12 1 0 5 5 1 8 1 2 2 1 8 1 5 1 1 9 6 7 3 24 6 16 2 1 8 3 53 1 1 4 0
"handsome" 0 1 0 0 0 1 0 0 1 0 1 1 0 0 2 3 0 1 0 0 0 3 2 1 2 0 0 1 2 1 5 1 1 0 0 2 1 0 0 2 0 1 1 3 1 1 2 2 5 3 0 0 0 0 0 1 0 1 1 1 0 0 0 0 1 0 1 2 0 0 1 0 0 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 2 3 0 0 0 0 0 5 1 0 0 0 1 2 1 0 6 16 0 0 0 9 0 7 1 0 2 0 0 0 0 3 0 0 2 0 0 0 0 0 3 0 0 0 0 0 3 0 0 13 2 0 0 1 1 2 0 0 2 0 1 0 1 0 1 6 2 0 0 0 0 0 0 3 3 1 0 6 0 0 0 0 0 7 3 0 0 0 1 0 1 1 0 0 0 3 0 0 2 0 0 1 0 1 0 2 0 2 0 2 5 1 0 0 0 1 0 0 0 1 1 2 1 3 1 3 0 1 3 2 0 1 0 0 1 1 0 0 1 1 0 2 1 1 0 1 1 3 0 0 2 0 8 0 0 1 0
"happy" 0 0 1 1 1 0 1 1 0 0 1 4 0 7 15 20 0 7 2 1 2 8 13 1 7 3 1 2 3 4 14 3 2 1 1 2 1 5 4 8 1 4 2 6 4 2 5 7 7 12 0 1 1 0 2 1 1 1 1 2 2 2 1 2 3 0 1 5 8 0 6 10 2 5 4 2 1 0 1 8 1 2 2 1 1 9 1 1 1 2 9 1 2 1 0 0 13 3 0 4 1 4 3 6 5 24 60 0 1 9 52 7 0 5 0 3 1 0 1 8 5 0 0 4 1 1 1 1 5 7 0 0 0 2 4 18 1 1 64 11 0 2 4 0 1 0 9 20 2 1 2 7 2 1 16 11 0 2 0 0 1 2 18 15 3 1 23 1 2 1 1 0 12 4 2 0 13 0 4 1 12 7 1 3 5 1 2 3 1 0 2 1 4 0 16 3 4 7 14 20 2 2 1 0 1 0 2 6 3 15 2 2 6 1 8 2 0 3 4 1 1 0 0 2 0 3 0 2 0 0 6 4 6 3 16 2 12 2 0 5 2 38 1 0 2 1
"hard" 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 0 0 1 0 0 0 2 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 2 2 6 0 0 0 6 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 0 8 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 1 0 3 1 0 0 0 0 0 1 0 1 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 1 0 2 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 2 1 0 0 0 3 0 0 0 0
"helpless" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 2 4 0 0 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 1 0 0 1 0
"honest" 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 2 0 0 0 1 0 0 2 0 0 0 0 0 0 0 2 1 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1 1 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 2 0 0 1 0 2 0 0 0 2 4 0 0 0 4 2 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 5 2 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 2 0 1 0 0 0 1 2 2 1 0 4 0 0 0 0 0 1 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 2 1 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0
"hopeful" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 0 0 1 3 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 3 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 2 1 0 0 0
"humorous" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ignorant" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 3 0 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 1 3 0 1 0 0 0 0 0 0 1 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 2 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0
"impatient" 0 0 0 0 0 0 0 0 0 0 0 3 0 1 3 1 1 1 0 1 0 1 4 1 2 1 0 1 0 0 2 1 0 0 0 0 0 2 0 0 1 0 0 0 0 0 3 0 0 2 0 0 0 1 1 0 0 0 1 1 1 0 1 2 1 0 0 1 1 0 0 1 1 0 0 3 0 0 0 3 0 0 0 0 0 2 0 0 0 0 3 0 0 1 0 1 2 1 0 1 0 0 0 0 1 3 9 0 0 0 9 0 8 0 0 0 0 0 1 0 3 0 0 0 0 1 0 0 1 1 0 0 0 0 1 4 0 0 9 0 0 0 0 0 0 1 2 3 0 0 0 2 0 0 3 0 0 0 0 0 0 0 2 2 0 0 4 0 0 0 0 0 1 0 0 0 2 0 1 0 3 1 0 0 1 0 0 0 1 0 0 1 1 0 2 0 0 0 1 3 1 0 0 0 0 0 1 0 1 2 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 1 1 2 1 0 0 0 0 0 5 1 0 0 0 0 0 6 0 0 0 0
"important" 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 3 0 2 0 2 0 1 5 1 5 1 0 1 2 1 3 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 3 0 1 0 0 0 0 1 0 0 1 2 1 0 0 0 0 1 0 0 0 4 1 2 2 0 1 0 1 0 1 1 3 0 0 0 0 0 0 0 0 0 1 3 0 1 0 0 0 3 0 0 1 0 3 1 0 1 6 13 0 0 1 10 3 5 0 1 0 1 0 2 3 0 0 0 1 0 0 0 0 0 2 0 0 1 1 1 5 0 2 10 1 0 0 1 0 1 1 2 5 0 0 0 0 0 0 7 0 0 0 0 0 0 1 2 1 0 0 6 0 1 0 0 0 4 4 0 0 3 1 1 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 2 0 2 2 3 4 1 0 0 0 1 0 0 0 1 4 1 0 1 0 3 0 0 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1 0 1 5 0 1 0 0 3 1 7 0 0 1 0
"incompetent" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"inconsiderate" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
