"" "#-foolish" "#-good" "#-great" "#-handsome" "#-happy" "#-irritated" "#-little" "#-open" "#-pleased" "#-pleasing" "#-pretty" "#-satisfied" "#-shy" "#-talkative" "#-tall" "#-thin" "#-tired" "#-well" "#-wise" "accomplished" "active" "admirable" "adventurous" "affectionate" "afraid" "agreeable" "alert" "alone" "amazing" "amusing" "angry" "anxious" "argumentative" "ashamed" "attentive" "attractive" "awake" "awkward" "bad" "beautiful" "bitter" "blind" "bright" "brilliant" "busy" "calm" "capable" "careful" "careless" "cautious" "certain" "charming" "cheap" "cheerful" "clean" "clever" "cold" "comfortable" "compassionate" "compatible" "competent" "conceited" "concerned" "confident" "confused" "considerate" "consistent" "cool" "courageous" "critical" "cruel" "curious" "dangerous" "decent" "delighted" "delightful" "dependent" "depressed" "desirable" "determined" "devoted" "difficult" "direct" "disappointed" "disgusting" "distinguished" "eager" "elderly" "embarrassed" "embarrassing" "encouraged" "encouraging" "energetic" "entertaining" "evil" "excellent" "excited" "exciting" "exhausted" "expressive" "extraordinary" "fair" "faithful" "familiar" "famous" "feminine" "fine" "firm" "foolish" "forgiving" "fortunate" "friendly" "generous" "gentle" "genuine" "glad" "good" "graceful" "gracious" "grateful" "great" "handsome" "happy" "hard" "harmless" "healthy" "helpless" "honest" "ignorant" "impatient" "impolite" "important" "inconsiderate" "independent" "innocent" "insane" "intellectual" "intelligent" "interested" "interesting" "irrational" "irritable" "jealous" "joyful" "kind" "lazy" "liberal" "little" "lively" "lonely" "loud" "lovely" "lucky" "modest" "natural" "neat" "negative" "nervous" "nice" "noisy" "observant" "old" "open" "ordinary" "original" "patient" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "popular" "positive" "powerful" "prejudiced" "pretty" "private" "productive" "professional" "prominent" "prompt" "proper" "prosperous" "proud" "punctual" "quiet" "reasonable" "remarkable" "respectable" "respectful" "rich" "ridiculous" "romantic" "rude" "sad" "sarcastic" "satisfied" "secure" "selfish" "sensible" "serious" "short" "sincere" "social" "spoiled" "spontaneous" "stable" "straightforward" "strange" "strict" "strong" "stupid" "successful" "suspicious" "sweet" "talkative" "tall" "thankful" "thin" "thorough" "thoughtful" "thoughtless" "tired" "uncomfortable" "unfair" "unfriendly" "unhappy" "unlucky" "unreasonable" "unusual" "useful" "valuable" "warm" "weak" "well" "wise" "witty" "wonderful" "worthy" "young" "rough" "violent" "unemployed" "youthful"
"decent" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
"delighted" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 4 0 1 1 0 3 4 0 3 0 0 0 3 1 1 0 2 0 3 1 1 2 0 0 0 4 4 2 3 0 0 2 4 0 0 1 0 1 0 1 0 0 0 0 0 1 1 0 0 0 3 0 1 2 1 1 0 0 2 0 0 3 1 1 1 0 0 0 1 0 5 0 0 0 1 3 2 0 0 1 0 3 1 2 1 6 2 0 2 0 4 15 0 1 4 14 2 14 2 1 1 1 2 0 2 1 2 0 1 0 0 1 0 3 3 0 0 0 0 6 0 2 17 2 0 0 3 1 0 5 1 0 1 0 0 0 10 3 0 2 1 1 0 5 4 1 1 7 0 1 0 0 1 1 1 1 0 1 5 0 0 0 4 2 0 1 1 1 0 0 4 4 0 4 0 0 2 3 3 1 1 0 0 0 0 2 0 2 0 2 0 1 0 1 0 0 0 1 0 1 1 0 0 1 1 1 2 1 0 3 0 5 1 0 3 1 12 0 0 0 0
"delightful" 1 0 0 0 1 0 0 1 1 0 1 1 0 0 0 1 1 0 1 3 2 0 0 1 11 3 1 0 1 0 3 6 1 2 1 0 1 2 6 2 0 0 1 1 3 0 1 0 1 1 3 7 0 5 0 2 5 7 1 0 0 0 0 0 0 1 0 0 0 0 2 0 1 0 3 0 2 1 3 2 1 1 2 2 0 0 4 1 0 0 0 0 1 0 1 4 0 1 1 0 3 4 0 3 2 0 8 1 2 0 3 4 1 4 1 6 22 0 1 1 27 3 20 2 0 1 0 1 2 2 0 6 0 1 0 0 1 0 2 6 0 1 0 1 8 0 2 26 2 0 0 1 0 0 6 2 1 0 1 1 0 11 8 0 0 2 2 0 6 5 3 0 8 0 0 3 0 2 3 1 0 2 1 7 2 2 0 7 3 0 4 0 2 0 0 2 4 1 7 1 2 2 3 9 1 1 0 0 0 0 2 0 6 1 0 0 8 0 1 1 0 0 2 0 1 0 1 0 3 2 1 2 3 0 6 0 3 2 1 3 2 20 0 1 0 0
"dependent" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 3 0 0 0 3 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 0 0 0
"depressed" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 2 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 2 0 0 0 1 0 1 1 0 1 2 0 0 0 2 1 3 2 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 4 0 0 0 1 0 0 1 0 0 1 0 0 0 2 0 0 0 0 0 1 2 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 1 0 1 0 2 0 0 0 0
"desirable" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 3 2 0 2 1 0 1 3 0 1 1 0 0 0 2 4 1 2 1 1 2 1 0 1 0 0 3 2 0 2 0 1 3 4 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 3 0 1 0 3 0 0 1 0 1 0 0 0 0 1 1 4 0 1 0 0 2 0 0 0 0 1 1 0 0 0 1 2 0 1 0 3 12 1 0 1 11 3 7 0 0 0 0 2 1 0 1 0 0 3 0 0 0 0 1 1 0 0 0 0 3 0 1 10 1 1 0 1 0 2 6 0 1 1 1 0 0 4 1 0 0 1 1 0 4 1 2 0 6 0 0 1 0 1 1 0 0 0 0 3 0 2 0 3 3 1 5 0 3 0 0 0 2 0 3 0 1 0 3 3 2 1 0 0 0 0 1 1 2 0 0 0 4 0 0 0 0 1 0 0 0 1 1 1 2 1 1 1 4 0 2 0 1 1 0 0 0 9 0 0 1 0
"determined" 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 5 3 0 2 0 0 2 2 1 2 0 0 0 1 2 1 0 1 0 0 2 0 0 1 0 1 2 0 0 2 0 1 5 2 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 2 1 0 3 0 0 1 2 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 1 0 4 0 0 0 0 2 0 0 0 3 9 0 0 2 9 1 7 0 0 0 0 1 0 0 1 0 0 2 0 0 0 0 2 1 0 0 0 0 5 0 0 11 1 0 0 0 0 1 2 0 0 0 1 0 0 2 1 0 0 0 2 0 5 1 1 0 2 0 0 1 0 1 0 0 0 0 0 2 0 0 0 0 1 0 1 0 4 0 0 0 3 0 1 1 0 2 4 4 0 0 0 0 0 0 0 1 4 1 0 0 2 1 0 0 1 1 0 1 0 0 0 0 1 1 0 1 1 0 1 1 0 1 0 0 1 9 0 0 1 0
"devoted" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 0 1 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 0 0 0 2 0 0 0 0 1 0 0 0 2 0 0 1 0 1 3 0 1 1 4 2 3 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 2 0 0 0 1 0 0 2 1 0 0 0 0 0 3 0 0 0 0 1 0 0 2 2 0 2 0 0 0 0 1 1 0 0 0 0 1 0 0 0 3 2 0 2 2 2 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 3 0 0 0 0
"difficult" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 3 0 1 0 0 0 0 0 0 1 0 0 0 0 2 1 0 0 0 0 0 0 0 0 1 3 1 0 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 2 0 0 0 1 2 0 0 0 2 4 2 0 0 4 2 2 0 0 0 1 0 2 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 6 0 0 1 0 0 0 1 0 0 0 0 0 0 2 1 0 0 0 0 0 2 3 2 0 2 0 0 0 0 1 0 0 0 0 0 2 1 0 0 1 0 0 0 0 1 0 0 0 2 0 0 0 1 2 1 3 0 0 0 0 0 0 1 0 2 0 0 0 0 0 1 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 5 0 0 0 0
"direct" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 0 0 2 0 0 3 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 1 0 3 4 0 0 1 6 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 3 0 1 6 0 0 0 0 0 0 2 0 0 0 1 0 0 1 0 0 0 0 3 0 1 2 0 0 2 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 2 0 1 1 1 3 1 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 2 1 0 0 0 0 1 5 0 0 0 0
"disappointed" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 2 0 0 1 0 1 2 0 1 1 0 0 0 2 1 0 0 0 1 2 0 0 0 0 0 2 2 0 2 0 1 3 3 0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 0 2 2 0 0 3 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 2 0 0 1 0 0 1 0 0 1 0 3 0 1 0 2 2 0 1 0 7 10 0 0 0 11 0 7 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 2 0 0 0 0 3 0 1 8 1 0 0 2 1 0 3 1 0 0 2 0 0 6 2 0 0 0 1 0 2 1 1 0 5 0 0 0 0 2 1 0 0 0 0 2 0 1 0 4 1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0 0 1 0 0 0 0 0 2 1 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0 2 0 2 0 0 0 0 7 0 0 0 0
"disgusting" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
"distinguished" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
"eager" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 1 5 2 0 0 0 0 0 3 0 1 0 0 0 0 3 1 0 2 1 0 5 0 0 0 0 0 2 2 0 1 0 0 4 3 0 0 1 1 1 0 0 0 0 2 0 0 1 0 0 0 3 4 1 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 3 2 0 0 0 0 1 0 1 0 4 1 0 2 0 1 11 0 0 2 12 4 10 1 0 1 0 1 0 1 0 3 0 2 0 0 0 0 0 3 0 0 0 0 3 0 0 15 0 0 0 1 0 1 0 0 1 3 0 0 1 7 2 2 1 1 2 0 3 2 1 0 8 0 1 1 0 1 0 0 0 0 0 1 0 1 0 2 0 0 1 0 1 0 0 1 2 0 5 0 0 3 1 9 0 0 0 0 0 0 1 0 2 1 0 1 3 0 0 1 0 1 0 0 1 0 1 0 3 0 2 3 1 2 3 0 2 2 0 0 1 5 0 1 0 1
"elderly" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 2 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 2 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 2 0 0 0 0
"embarrassed" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"embarrassing" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0
"encouraged" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"encouraging" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 2 0 0 1 3 2 1 0 0 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 2 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 2 0 0 0 0 0 1 0 2 0 0 0 1
"energetic" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"entertaining" 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 2 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 2 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 1 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 3 0 0 0 0
"evil" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 1 0 0 0 2 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 1 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 2 0 0 0 0 0 1 0 0 0 2 0 0 0 0 4 5 0 0 0 6 2 4 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 2 0 0 0 0 1 0 0 4 0 0 1 0 0 0 0 1 0 1 0 0 0 4 0 0 0 0 0 0 0 1 1 0 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 2 0 1 0 0 0 2 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 1 3 0 0 0 0
"excellent" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 2 0 2 4 6 0 0 1 1 2 4 0 3 0 1 0 1 5 5 0 2 0 3 0 1 0 1 0 0 2 4 0 8 0 5 7 7 1 0 1 0 3 0 0 0 0 0 0 0 1 0 3 0 5 4 1 1 4 1 2 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 3 4 0 1 1 0 1 0 2 0 6 1 1 4 0 9 20 0 1 2 19 7 15 3 1 2 1 2 0 2 1 0 0 3 0 0 2 2 3 3 0 0 1 0 4 0 2 23 1 0 0 3 2 0 9 1 0 3 0 0 0 13 5 0 0 0 1 1 5 9 4 0 8 0 0 0 0 5 1 0 0 0 0 4 0 0 0 4 3 0 3 1 3 0 0 2 6 0 4 0 0 2 4 7 1 1 0 0 2 1 1 0 2 0 0 0 4 0 1 1 0 3 1 1 2 1 0 0 1 0 0 0 2 1 7 1 1 0 0 0 3 14 0 0 0 0
"excited" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"exciting" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 1 0 0 1 0 0 2 0 0 1 0 0 0 1 0 0 0 1 0 1 2 0 0 1 0 0 1 0 1 1 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 0 1 3 0 1 0 4 1 5 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 0 0 1 3 0 0 0 0 1 0 3 1 0 0 0 0 0 1 1 1 0 3 0 0 1 0 1 2 0 0 0 0 0 1 0 0 1 0 0 2 1 0 0 0 0 1 0 1 0 0 0 2 2 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 3 0 0 0 0
