"" "#-agreeable" "#-fair" "#-good" "#-handsome" "#-reasonable" "#-satisfied" "active" "affectionate" "afraid" "agreeable" "alone" "amazing" "amusing" "angry" "anxious" "ashamed" "attentive" "attractive" "awake" "awful" "awkward" "bad" "beautiful" "bitter" "bold" "bright" "brilliant" "busy" "calm" "capable" "careless" "certain" "charming" "cheap" "cheerful" "clean" "clever" "cold" "comfortable" "concerned" "confident" "conscientious" "consistent" "cool" "critical" "cruel" "curious" "dangerous" "decent" "delighted" "delightful" "desirable" "determined" "difficult" "direct" "disappointed" "disgusting" "disrespectful" "distinguished" "eager" "embarrassed" "embarrassing" "entertaining" "excellent" "experienced" "extraordinary" "fair" "faithful" "familiar" "famous" "fine" "firm" "foolish" "fortunate" "friendly" "frightening" "furious" "generous" "gentle" "genuine" "glad" "good" "graceful" "gracious" "grateful" "great" "greedy" "handsome" "happy" "hard" "harmless" "helpless" "honest" "hopeful" "ignorant" "impatient" "important" "independent" "innocent" "intellectual" "intelligent" "interested" "interesting" "irritable" "irritated" "jealous" "joyful" "kind" "lazy" "liberal" "little" "lively" "lonely" "loud" "lovely" "lucky" "mature" "modest" "natural" "neat" "nice" "noisy" "old" "open" "ordinary" "original" "patient" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "positive" "pretty" "private" "productive" "proper" "proud" "punctual" "quiet" "reasonable" "religious" "remarkable" "respectable" "respectful" "rich" "ridiculous" "romantic" "rude" "sad" "satisfied" "secure" "selfish" "sensible" "sentimental" "serious" "shallow" "short" "shy" "sincere" "smart" "social" "stable" "strange" "strict" "strong" "stubborn" "stupid" "successful" "surprised" "sweet" "sympathetic" "tall" "terrific" "thankful" "thin" "thorough" "thoughtless" "tired" "traditional" "uncomfortable" "unfriendly" "ungraceful" "unhappy" "unreasonable" "unusual" "useful" "valuable" "violent" "warm" "wealthy" "well" "wise" "wonderful" "worthy" "young" "youthful"
"hopeful" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
"ignorant" 0 0 0 1 1 0 0 2 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 2 0 1 0 1 0 1 0 0 1 0 3 0 0 0 3 0 0 2 1 1 0 0 1 0 0 1 0 0 0 2 1 1 0 0 0 0 0 0 1 3 1 0 0 0 1 1 0 2 0 0 0 0 2 1 0 0 1 0 0 1 2 0 3 1 1 0 0 1 0 0 1 1 0 2 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 2 1 0 1 0 0 4 0
"impatient" 1 0 0 0 0 0 0 0 1 2 1 0 0 2 2 2 0 1 1 0 0 1 2 0 0 1 0 0 1 2 0 1 4 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 1 0 1 0 2 0 0 0 1 0 0 0 0 0 0 3 2 0 0 2 0 0 1 0 0 0 2 0 1 1 3 0 1 0 4 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 3 1 0 5 0 0 0 1 0 0 1 1 0 0 0 1 2 0 1 0 0 0 2 3 2 0 0 0 2 1 0 1 0 0 0 1 0 1 1 0 1 0 0 1 0 2 0 0 0 0 2 0 3 1 0 0 0 0 1 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 2 0 0 1 5 0
"important" 0 0 0 0 0 0 0 2 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 2 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 5 0 0 1 7 0 2 3 0 1 0 0 0 1 0 0 0 0 0 1 0 3 0 0 0 0 1 0 0 4 0 0 1 1 1 0 0 0 1 0 0 2 2 1 0 0 1 1 0 0 1 0 2 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 3 1 0 1 1 2 0 5 0
"independent" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 3 0 0 1 3 0 0 4 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 3 1 0 0 0 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 1 1 0 2 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 2 0 0 0 2 0 1 1 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0
"innocent" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"intellectual" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"intelligent" 0 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 1 0 1 0 0 0 2 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 2 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 2 0 2 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 0
"interested" 1 0 1 1 1 0 0 0 3 1 0 0 0 0 0 1 0 1 0 0 0 0 2 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 3 0 0 0 4 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 4 1 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 1 0 0 2 1 1 2 0 2 0 0 3 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 2 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 4 0
"interesting" 0 0 1 0 0 0 0 3 2 0 1 0 1 0 0 2 0 0 1 0 0 1 2 0 0 2 0 0 0 1 0 2 2 1 3 0 1 0 2 0 0 0 1 0 0 0 0 0 2 0 1 1 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 2 0 0 0 0 0 0 0 1 0 3 5 0 0 0 6 1 2 2 0 1 0 1 0 1 1 3 0 0 0 1 1 0 0 0 0 0 2 0 1 8 0 0 0 0 1 0 0 0 1 1 0 2 4 0 0 0 1 0 2 2 1 0 3 0 1 0 0 0 1 0 1 0 0 2 1 0 0 0 0 0 0 2 0 0 1 0 0 0 3 0 1 0 1 0 0 0 0 0 2 0 2 1 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 2 2 0 0 6 1
"irritable" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1
"irritated" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"jealous" 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 3 0 0 0 2 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 4 2 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 3 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 2 0 2 1 0 0 3 0 2 2 1 0 0 1 0 0 0 0 1 0 1 1 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 3 0
"joyful" 0 0 0 0 0 0 0 1 0 1 0 0 0 0 2 2 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 2 0 0 2 0 0 3 0 0 0 1 0 0 1 0 0 0 1 2 0 1 2 0 0 2 2 0 0 3 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 4 1 0 0 1 0 0 0 0 1 1 0 2 1 0 0 1 1 0 0 0 1 0 1 0 1 1 0 0 0 0 1 2 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
"kind" 0 0 0 0 0 0 0 2 2 1 1 0 1 3 3 4 0 0 0 0 1 2 0 0 0 0 1 0 1 0 0 1 4 1 2 2 1 1 1 0 0 1 0 0 0 0 0 0 2 2 3 0 0 1 2 0 1 0 0 1 1 0 0 2 0 2 1 0 0 1 1 0 1 1 0 0 0 1 1 1 4 9 1 0 0 6 0 2 4 1 0 0 2 0 0 3 1 1 0 0 0 0 2 0 0 1 1 0 0 1 6 0 0 0 1 0 0 0 2 0 0 1 5 2 0 0 1 1 0 2 3 2 0 3 0 2 2 0 1 1 0 0 1 0 1 2 0 1 0 0 1 1 3 3 0 0 0 1 1 5 0 1 1 0 0 1 0 2 1 2 0 2 2 0 0 0 0 1 0 0 0 0 2 0 0 1 0 0 1 0 0 0 1 0 0 2 1 9 1
"lazy" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0
"liberal" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 2 0 0 0 2 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 2 0 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 1 0 2 0 0 0 0 2 0
"little" 1 0 1 1 1 0 2 7 10 14 4 1 2 4 10 8 0 1 3 1 1 7 7 0 3 4 1 4 1 2 3 9 10 1 6 1 4 3 9 2 1 0 1 2 1 1 0 1 3 6 14 2 5 1 0 6 0 1 2 6 2 1 0 11 1 5 9 3 1 5 17 1 4 2 1 1 0 4 6 2 17 40 0 2 3 40 1 10 27 1 2 1 7 1 3 5 4 3 0 1 2 4 8 1 0 4 4 6 1 1 0 5 1 3 1 2 1 0 7 3 2 1 16 12 2 1 1 7 1 10 8 5 2 18 5 9 4 1 5 2 1 6 4 0 6 3 0 5 1 1 1 2 7 4 2 5 1 1 0 23 1 4 3 1 1 12 0 7 2 5 1 7 8 1 2 1 0 2 0 1 10 1 5 0 1 4 1 2 3 1 1 4 0 3 2 2 3 33 2
"lively" 0 0 0 1 1 0 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 2 0 1 4 0 0 1 3 0 0 2 0 1 0 0 0 1 0 0 1 0 0 1 1 0 0 0 2 1 0 0 0 5 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 3 0 0 2 1 0 2 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 2 0 3 0 0 0 1 0 0 1 0 1 2 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 4 0
"lonely" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1
"loud" 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0 1 0 0 0 1 0 0 0 2 0 1 0 0 0 2 2 0 0 0 0 0 0 1 0 0 2 4 0 0 1 3 0 0 4 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 2 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 2 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 3 0 0 0 0 0 1 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0
"lovely" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0
"lucky" 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 1 0 0 0 2 0 0 1 0 0 0 0 1 0 2 3 0 0 0 2 0 0 3 0 1 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 2 0 1 1 0 0 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 1 2 0
"mature" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
"modest" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"natural" 0 0 0 1 1 0 1 2 2 2 1 0 0 2 2 1 0 0 1 0 0 0 1 0 1 0 0 2 2 0 0 1 2 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 1 1 4 0 1 0 0 0 0 0 1 3 0 0 0 1 0 1 1 0 0 1 2 0 1 1 1 0 0 2 0 2 1 7 0 0 0 7 0 1 7 1 0 0 0 1 2 1 0 2 0 0 1 1 0 1 0 0 0 2 0 0 7 1 1 0 0 0 1 0 0 0 0 0 2 0 1 0 1 1 0 1 2 2 1 4 1 0 1 1 2 0 0 1 1 0 1 0 1 1 0 1 2 2 1 1 0 1 0 1 0 3 0 1 0 0 0 2 0 1 0 2 0 2 0 0 1 0 0 1 0 0 2 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 2 6 1
"neat" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 1 0 0 0 0 0 3 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 2 0 1 1 0 0 0 2 0 0 0 0 0 0 0 1 0 0 2 0 0 0 3 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0
"nice" 0 0 1 0 0 0 0 1 2 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 1 3 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0
"noisy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0
"old" 0 0 0 0 0 1 1 3 5 5 2 0 1 4 4 4 1 0 0 1 1 4 4 0 1 1 1 0 1 1 2 2 5 1 4 2 1 1 3 1 0 0 0 0 0 0 1 0 2 2 7 0 0 1 0 4 0 0 1 3 2 0 0 7 0 4 5 1 0 4 11 0 2 1 0 1 0 1 4 0 9 18 1 2 2 17 0 7 9 1 0 0 3 0 0 1 2 0 0 0 0 0 2 1 0 1 2 5 0 1 16 1 1 2 0 1 0 0 2 2 1 1 0 4 1 0 1 2 1 3 2 0 1 5 3 5 1 1 1 0 0 2 0 0 4 1 0 3 0 1 1 2 2 3 1 1 0 0 0 13 0 1 2 0 0 6 0 2 1 2 1 2 4 1 0 0 1 1 0 0 5 0 2 0 0 1 1 1 1 1 3 1 0 0 1 1 1 14 2
"open" 1 0 0 0 0 0 0 2 4 1 2 0 2 3 4 2 0 1 1 1 0 0 3 0 2 2 0 0 0 2 0 4 1 1 2 1 0 2 3 0 0 0 1 0 0 1 0 0 2 1 5 1 2 1 0 3 0 1 1 2 1 0 0 4 0 3 2 2 0 1 5 1 1 0 1 0 1 1 1 0 6 12 1 0 2 10 2 2 8 2 1 0 0 0 2 2 2 0 0 0 1 1 4 0 1 0 1 2 1 2 12 1 0 1 0 1 0 0 0 0 0 0 4 0 1 1 0 2 1 4 4 2 0 5 2 2 0 0 4 0 0 4 0 0 2 1 0 1 1 0 0 0 2 2 2 2 0 1 0 9 1 2 1 1 0 3 0 1 0 2 2 3 2 0 0 2 1 0 0 0 0 0 2 1 0 2 0 2 1 1 2 1 2 1 1 1 0 9 1
"ordinary" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 2 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 3 0 2 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 1 3 0
